Prompt,Response
"Magnet placed horizontally east-west, hammer striking it. Arrows inside magnet show domains becoming chaotic after hammering.","```latex
\begin{tikzpicture}[scale=0.8]
    % Magnet (east-west orientation)
    \draw[thick, fill=gray!10] (-3,-0.8) rectangle (3,0.8);
    \draw[<->, thick] (-3.2,1) -- (3.2,1) node[midway, above] {East-West};
    
    % Chaotic magnetic domains (random arrows)
    \foreach \i in {1,...,40} {
        \pgfmathsetmacro{\x}{random()*5.6-2.8}
        \pgfmathsetmacro{\y}{random()*1.4-0.7}
        \pgfmathsetmacro{\angle}{random()*360}
        \draw[-{Latex[length=2pt, width=1.2pt]}, thick, red!60] (\x,\y) -- ++(\angle:0.3);
    }
    
    % Hammer
    \draw[thick, line cap=round] (0.5,2.5) -- (0.5,1.2) -- (-0.5,1.2) -- (-0.5,2.5); % Handle
    \draw[fill=gray!70] (-1,1.2) rectangle (1,1.5); % Head
    \draw[->, ultra thick, brown!80] (0,2.0) -- (0,1.2); % Striking motion arrow
    
    % Labels
    \node[below] at (0,-1) {Magnet};
    \node[right] at (1,1.35) {Hammer};
    \node[above, align=center, red!70] at (0,0) {Chaotic magnetic\\domains after striking};
\end{tikzpicture}
```"
"A bar magnet attracting iron nails and steel paperclips, but not aluminium foil or copper wire.","```latex
\begin{tikzpicture}
  % Bar magnet
  \draw[thick, fill=lightgray] (-2,-0.5) rectangle (2,0.5);
  \node at (2,0) [right] {N};
  \node at (-2,0) [left] {S};

  % Iron nails (attracted)
  \draw[thick] (2,0.5) -- (2,1);
  \draw[thick, fill=white] (2,1) circle (0.07);
  \draw[thick] (-2,0.5) -- (-2,1);
  \draw[thick, fill=white] (-2,1) circle (0.07);

  % Steel paperclips (attracted)
  \draw[thick] (2.4,0.1) -- (2,0.1) -- (2,0.3) -- (2.4,0.3);
  \draw[thick] (-2.4,0.1) -- (-2,0.1) -- (-2,0.3) -- (-2.4,0.3);

  % Aluminium foil (not attracted)
  \node at (0,1.5) [draw, minimum width=0.7cm, minimum height=0.4cm, fill=white] {Al};

  % Copper wire (not attracted)
  \node at (0,-1.5) [draw, minimum width=0.7cm, minimum height=0.4cm, fill=white] {Cu};

  % Magnetic field lines
  \draw[blue, ->] (2,0.3) .. controls (3,0.5) and (3,1.2) .. (0,1.8) 
                   .. controls (-3,1.2) and (-3,0.5) .. (-2,0.3);
  \draw[blue, ->] (2,-0.3) .. controls (3,-0.5) and (3,-1.2) .. (0,-1.8) 
                   .. controls (-3,-1.2) and (-3,-0.5) .. (-2,-0.3);
\end{tikzpicture}
```"
Simplified atomic diagrams showing aligned domains in iron vs. random domains in aluminium.,"```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[
    domain/.style={draw, rectangle, minimum width=0.8cm, minimum height=0.4cm},
    arrow/.style={-{Stealth[scale=0.8]}, thick, shorten >=1pt, shorten <=1pt}
]

% Iron diagram (aligned domains)
\node[anchor=south] at (1.5,2.5) {Iron};
\foreach \x in {0,0.9,1.8} {
    \foreach \y in {0,0.5,1.0} {
        \node[domain] at (\x,\y) {};
        \draw[arrow, red] (\x-0.3,\y) -- (\x+0.3,\y);
    }
}

% Aluminium diagram (random domains)
\node[anchor=south] at (4.5,2.5) {Aluminium};
\foreach \x/\y/\a in {
    3.0/0.0/30,
    3.0/0.5/150,
    3.0/1.0/270,
    3.9/0.0/90,
    3.9/0.5/210,
    3.9/1.0/330,
    4.8/0.0/45,
    4.8/0.5/180,
    4.8/1.0/120
} {
    \node[domain] at (\x,\y) {};
    \draw[arrow, blue] (\x,\y) -- ++(\a:0.3);
}

\end{tikzpicture}
\end{document}
```"
"A three-part illustration showing particles in air [widely spaced, random], liquid [closer, less ordered], and solid [tightly packed, lattice]. Sound waves move slowest in air, faster in liquid, and fastest in solid.","```latex
\documentclass[tikz]{standalone}
\usetikzlibrary{decorations.pathmorphing, arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Air
    \begin{scope}[shift={(0,0)}]
        \draw[dashed] (0,0) rectangle (3,2);
        \pgfmathsetseed{1}
        \foreach \i in {1,...,12} {
            \pgfmathsetmacro{\x}{0.2+2.6*rand}
            \pgfmathsetmacro{\y}{0.2+1.6*rand}
            \fill (\x,\y) circle (2pt);
        }
        \draw[decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}, ->] (0.4,1) -- (2.6,1) 
            node[midway, above] {$v_{\text{air}}$};
        \node at (1.5,-0.4) {Air};
    \end{scope}

    % Liquid
    \begin{scope}[shift={(4,0)}]
        \draw[dashed] (0,0) rectangle (3,2);
        \pgfmathsetseed{2}
        \foreach \i in {1,...,20} {
            \pgfmathsetmacro{\x}{0.2+2.6*rand}
            \pgfmathsetmacro{\y}{0.2+1.6*rand}
            \fill (\x,\y) circle (2pt);
        }
        \draw[decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}, ->] (0.4,1) -- (2.6,1) 
            node[midway, above] {$v_{\text{liquid}}$};
        \node at (1.5,-0.4) {Liquid};
    \end{scope}

    % Solid
    \begin{scope}[shift={(8,0)}]
        \draw[dashed] (0,0) rectangle (3,2);
        \foreach \x in {0.4,0.8,...,2.8} {
            \foreach \y in {0.4,0.8,...,1.8} {
                \fill (\x,\y) circle (2pt);
            }
        }
        \draw[decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}, ->] (0.4,1) -- (2.6,1) 
            node[midway, above] {$v_{\text{solid}}$};
        \node at (1.5,-0.4) {Solid};
    \end{scope}
\end{tikzpicture}
\end{document}
```"
"A simple sine wave with arrows labeled ""λ"" pointing horizontally from one crest to the next crest","```latex
\usetikzlibrary{arrows.meta}
\begin{tikzpicture}[x=1cm, y=1cm]
  % Draw sine wave (two periods shown)
  \draw[domain=0:8, samples=200, smooth] plot (\x, {0.5*sin(deg(2*pi*\x/4)});
  
  % Mark crest positions
  \coordinate (crest1) at (1,0.5);
  \coordinate (crest2) at (5,0.5);
  
  % Draw wavelength arrow
  \draw[<->, >={Latex}, thick] (crest1) ++(0,0.7) -- node[above] {$\lambda$} (crest2 |- 0,0.7);
  \draw[dashed] (crest1) -- (crest1 |- 0,0.7);
  \draw[dashed] (crest2) -- (crest2 |- 0,0.7);
\end{tikzpicture}
```"
"Left side shows the setup without a lid, with arrows rising from the water surface indicating hot air escaping and an arrow from the side indicating cooler air entering. Right side shows the setup with a lid, with arrows trapped under the lid showing no escape path, significantly reducing air movement.","```tikz
\begin{tikzpicture}[>=stealth, scale=0.8]
% Left diagram (without lid)
\draw (0,0) rectangle (4,3);
\fill[blue!20] (0,0) rectangle (4,1.5);
% Water surface line
\draw[blue] (0,1.5) -- (4,1.5);
% Hot air escaping arrows
\draw[->, thick, red] (1,1.5) -- (1,2.8);
\draw[->, thick, red] (2,1.5) -- (2,2.8);
\draw[->, thick, red] (3,1.5) -- (3,2.8);
% Cool air entering arrow
\draw[->, thick, blue] (-0.5,2) -- (0.5,2);
% Container label
\node[below] at (2,0) {Without Lid};

% Right diagram (with lid)
\draw (6,0) rectangle (10,3);
\fill[blue!20] (6,0) rectangle (10,1.5);
% Lid
\draw[fill=gray!20] (6,3) rectangle (10,3.3);
% Water surface line
\draw[blue] (6,1.5) -- (10,1.5);
% Trapped air arrows
\draw[->, thick, red, out=90, in=180] (7,2) to (7.5,2.8);
\draw[->, thick, red, out=0, in=270] (8.5,2.8) to (9,2);
\draw[->, thick, red] (8,2.2) arc (0:270:0.3);
% Container label
\node[below] at (8,0) {With Lid};
\end{tikzpicture}
```"
"A beaker of liquid being heated. Arrows show heat entering the base. During boiling, bubbles form throughout the liquid volume.","```tikz
\usetikzlibrary{decorations.pathmorphing}
\begin{tikzpicture}
  % Beaker outline
  \draw[thick] (1,0) -- (0.5,4); % Left wall
  \draw[thick] (2,0) -- (2.5,4); % Right wall
  \draw[thick] (1,0) -- (2,0);   % Bottom

  % Liquid fill
  \fill[blue!30, opacity=0.3] (1,0) -- (0.5,3.5) -- (2.5,3.5) -- (2,0) -- cycle;
  
  % Liquid surface
  \draw[thick] (0.5,3.5) -- (2.5,3.5);

  % Heat arrows (wavy arrows entering base)
  \foreach \x in {1.2,1.5,1.8} {
    \draw[->, decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}] (\x,-1) -- (\x,0);
  }

  % Bubbles throughout liquid
  \foreach \x/\y in {0.95/0.5, 1.2/0.8, 1.5/1.5, 1.8/2.0, 2.05/0.5, 1.0/2.2, 2.0/1.0, 1.3/3.0, 1.7/0.5, 0.8/1.8} {
    \draw[fill=white] (\x,\y) circle (0.1);
  }
\end{tikzpicture}
```"
A thermometer bulb immersed in a beaker containing a mixture of pure ice and water at 0°C.,"```tikz
\begin{tikzpicture}
  % Beaker
  \draw (0,0) -- (1.5,-4) -- (3.5,-4) -- (5,0);
  
  % Water level at 0°C
  \draw (0.5625,-1.5) -- (4.4375,-1.5);
  
  % Ice cubes
  \draw (1.0,-1.7) rectangle (1.5,-1.2);
  \draw (3.0,-1.8) rectangle (3.5,-1.3);
  
  % Thermometer
  \draw (2.5,0.5) -- (2.5,-2.5);
  \draw (2.5,-2.5) circle (0.2);
  
  % Label
  \node[anchor=north] at (2.5,-3.5) {Ice-water mixture at $0^\circ$C};
\end{tikzpicture}
```"
A hyperbola-shaped curve starting high on the pressure axis at low volume and curving down to low pressure at high volume.,"```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Volume (V),
    ylabel = Pressure (P),
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    grid = none,
    width = 8cm,
    height = 6cm
]
\addplot [
    domain = 1:9,
    samples = 200,
    smooth,
    thick,
    blue
] {8/x};
\end{axis}
\end{tikzpicture}
\end{document}
```

This TikZ code generates a hyperbola-shaped curve representing the relationship between pressure and volume. The curve starts at high pressure (P ≈ 8) when volume is low (V = 1) and decreases to low pressure (P ≈ 0.9) when volume is high (V = 9). The axes are labeled ""Volume (V)"" (horizontal) and ""Pressure (P)"" (vertical), with no tick marks to focus on the curve shape. The plot uses a smooth blue line with 200 samples for accurate rendering."
Left side shows gas molecules far apart with arrows indicating compression forcing them closer. Right side shows liquid molecules tightly packed with compression arrows having no effect on spacing.,"```tikz
\begin{tikzpicture}
  % Gas molecules (left side)
  \foreach \x in {0.5,1.5,2.5,3.5} {
    \draw (\x,1) circle (0.2);
  }
  \draw[->, >=stealth, thick] (-0.5,1) -- (0.25,1); % Left compression arrow
  \draw[->, >=stealth, thick] (4.5,1) -- (3.75,1);  % Right compression arrow

  % Liquid molecules (right side)
  \foreach \x in {5.5,5.9,6.3,6.7} {
    \draw (\x,1) circle (0.2);
  }
  \draw[->, >=stealth, thick] (5.0,1) -- (5.25,1); % Left compression arrow
  \draw[->, >=stealth, thick] (7.2,1) -- (6.95,1);  % Right compression arrow
\end{tikzpicture}
```"
"A cuboid labeled with length 5.0 cm, width 4.0 cm, and height 2.0 cm","```latex
\begin{tikzpicture}
  \coordinate (A) at (0,0);
  \coordinate (B) at (5,0);
  \coordinate (C) at (3,-2);
  \coordinate (D) at (-2,-2);
  \coordinate (E) at (0,2);
  \coordinate (F) at (5,2);
  \coordinate (G) at (3,0);
  \coordinate (H) at (-2,0);

  \draw (A) -- (B) -- (C) -- (D) -- cycle; % Bottom face
  \draw (E) -- (F) -- (G) -- (H) -- cycle; % Top face
  \draw (A) -- (E); % Front left vertical
  \draw (B) -- (F); % Front right vertical
  \draw (C) -- (G); % Back right vertical
  \draw (D) -- (H); % Back left vertical

  \path (A) -- (B) node[midway, below] {5.0 cm}; % Length label
  \path (A) -- (E) node[midway, left] {2.0 cm}; % Height label
  \path (E) -- (H) node[midway, above, sloped] {4.0 cm}; % Width label
\end{tikzpicture}
```"
"A speed-time graph showing a sloped line. The slope = Δvelocity/Δtime = acceleration, labeled with units m/s².","```latex
\begin{tikzpicture}
  % Axes
  \draw[->] (0,0) -- (5,0) node[below] {Time (s)};
  \draw[->] (0,0) -- (0,5) node[left] {Speed (m/s)};
  
  % Graph line
  \draw[thick] (0,0) -- (4,4);
  
  % Slope triangle
  \draw[dashed] (1,1) -- (3,1) node[midway,below] {$\Delta t$};
  \draw[dashed] (3,1) -- (3,3) node[midway,right] {$\Delta v$};
  
  % Acceleration label
  \node at (2,2.5) {$a = \frac{\Delta v}{\Delta t}$ (m/s\textsuperscript{2})};
\end{tikzpicture}
```"
A micrometer with its U-shaped frame holding the wire perpendicular between the anvil and the rotating spindle. The scale on the sleeve and thimble allows precise reading.,"```latex
\begin{tikzpicture}[scale=0.7]
    % U-shaped frame
    \draw[thick] (0,0) -- (0,3) -- (4,3) -- (4,0) -- cycle;
    
    % Anvil (left side)
    \draw[fill=gray!20] (0,1.2) rectangle (0.3,1.8);
    
    % Spindle assembly
    \draw[thick, fill=gray!10] (3.2,1.3) rectangle (4,1.7); % Spindle body
    \foreach \x in {3.25,3.35,3.45,3.55,3.65,3.75,3.85} { % Threads
        \draw (\x,1.3) -- (\x+0.07,1.7);
        \draw (\x,1.7) -- (\x+0.07,1.3);
    }
    
    % Sleeve (fixed scale)
    \draw[thick] (4,1.0) -- (4.8,1.0) -- (4.8,2.0) -- (4,2.0) -- cycle;
    \foreach \x in {4.1,4.2,4.3,4.4,4.5,4.6,4.7} { % Scale marks
        \draw (\x,1.0) -- (\x,1.15);
        \draw (\x,2.0) -- (\x,1.85);
    }
    \draw[thick] (4.4,1.0) -- (4.4,1.25); % Longer center mark
    \draw[thick] (4.4,2.0) -- (4.4,1.75);
    
    % Thimble (rotating scale)
    \draw[thick] (4.8,1.0) arc (-90:90:0.5);
    \draw[thick] (4.8,1.0) -- (5.3,1.0);
    \draw[thick] (4.8,2.0) -- (5.3,2.0);
    \foreach \angle in {0,30,...,330} { % Thimble scale
        \draw (5.3,1.5) ++(\angle:0.5) -- ++(\angle:0.1);
    }
    \draw[fill=white] (5.3,1.5) circle (0.4); % Center cap
    
    % Wire
    \draw[fill=gray!50] (0.3,1.4) rectangle (3.2,1.6);
    
    % Reference lines
    \draw[dashed] (0.3,1.5) -- (3.2,1.5);
\end{tikzpicture}
```"
"Earth with an object above it. Arrows labeled ""weight"" point downward from the object to Earth’s center. Caption: ""Weight is the gravitational force pulling the object toward Earth.""","```latex
\begin{tikzpicture}
    % Earth
    \fill[blue!30] (0,0) circle (1.5cm);
    \draw (0,0) circle (1.5cm);
    
    % Object
    \fill (0,2) circle (0.1cm);
    
    % Weight vector
    \draw[-{Stealth}, thick] (0,1.9) -- (0,1.5) node[midway, right] {weight};
\end{tikzpicture}
```"
"A horizontal wire AB between N and S poles of a magnet, connected to a galvanometer. Arrows show vertical motion of the wire.","```latex
\begin{tikzpicture}[>=Stealth]
    % Magnet poles
    \draw[thick] (-2,-1.5) rectangle (-1,1.5) node[pos=0.5] {N}; % North pole
    \draw[thick] (1,-1.5) rectangle (2,1.5) node[pos=0.5] {S};   % South pole

    % Moving wire AB
    \draw[ultra thick] (-1,0) -- (1,0);
    \node[left] at (-1,0) {A};
    \node[right] at (1,0) {B};

    % Leads to galvanometer
    \draw (-1,0) -- (-1,-2); % Left lead
    \draw (1,0) -- (1,-2);   % Right lead

    % Galvanometer
    \draw (-1,-2) to[galvanometer] (1,-2);

    % Motion arrows
    \draw[->, thick] (0,0.2) -- (0,0.8);
    \draw[->, thick] (-0.5,0.2) -- (-0.5,0.8);
    \draw[->, thick] (0.5,0.2) -- (0.5,0.8);
\end{tikzpicture}
```"
"Starting from any point on a refracted wavefront in the plastic, draw an arrow at 90° to the wavefront, angled downwards to the right. Ensure the arrow is clear and unambiguous.","```latex
\usetikzlibrary{arrows.meta}
\begin{tikzpicture}
    % Draw refracted wavefront (represented as a straight line at 30°)
    \draw (0,0) -- (30:4);
    % Draw normal arrow perpendicular to wavefront, angled down-right
    \draw[->, very thick, -{Stealth}] (30:2) -- ++(300:2);
\end{tikzpicture}
```"
"In the plastic region, show a refracted wavefront tilted relative to the boundary. At the point where this wavefront meets the boundary, draw an arc spanning from the wavefront to the boundary line. Mark this angle clearly with ""r"".","```latex
\begin{tikzpicture}
  % Boundary line
  \draw (-2,0) -- (2,0);
  % Refracted wavefront in plastic region (below boundary)
  \draw (0,0) -- (-30:2);
  % Angle arc from boundary to wavefront
  \draw (0,0) arc (0:-30:0.7);
  % Angle label
  \node at (-15:0.9) {r};
\end{tikzpicture}
```"
"- At point S on face XY, both rays share the same incident ray.  
- Inside the prism, draw the blue ray **below** the red ray, angled closer to the normal.  
- At the second face, draw the blue ray exiting and bending **more steeply downward** than the red ray, so it visibly diverges below it.  
- Label the entire blue path **""B""**.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{calc}
\begin{document}
\begin{tikzpicture}
    % Prism vertices
    \coordinate (A) at (0,2);
    \coordinate (B) at (-2,0);
    \coordinate (C) at (2,0);
    
    % Draw prism
    \draw[thick] (A) -- (B) -- (C) -- cycle;
    
    % Label face XY (AB)
    \node at (-1.5,1.5) {XY};
    
    % Point S on AB
    \coordinate (S) at (-1,1);
    
    % Incident ray (common)
    \draw (-3,1) -- (S);
    
    % Define exit points
    \coordinate (T_red) at (1.0,1.0);
    \coordinate (T_blue) at (1.5,0.5);
    
    % Normals
    \draw[dashed] ($(S) + (-0.5,0.5)$) -- ($(S) + (0.5,-0.5)$);  % At S
    \draw[dashed] ($(T_red) + (-0.5,-0.5)$) -- ($(T_red) + (0.5,0.5)$);  % At T_red
    \draw[dashed] ($(T_blue) + (-0.5,-0.5)$) -- ($(T_blue) + (0.5,0.5)$);  % At T_blue
    
    % Red ray
    \draw[red] (S) -- (T_red) -- (2.0,0.0);
    
    % Blue ray
    \draw[blue] (S) -- (T_blue) -- (2.5,-1.0);
    
    % Label blue path
    \node[blue] at (0.25,0.75) {B};
\end{tikzpicture}
\end{document}
```"
"A cross-section of the cup, spoon, and liquid. Arrows show fast-moving liquid molecules colliding with the spoon's surface. Inside the spoon, wavy lines around molecules represent increasing vibration amplitude from the submerged end to the handle.","```tikz
\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{decorations.pathmorphing}
\begin{document}
\begin{tikzpicture}[scale=0.8]
  % Cup cross-section
  \draw[thick] (-3,0) -- (-3,3) -- (3,3) -- (3,0);
  
  % Liquid surface
  \draw[thick] (-3,2) -- (3,2);
  
  % Spoon (simplified cross-section)
  \fill[gray!30] (-0.5,0.5) rectangle (0.5,1.5);  % Bowl (submerged)
  \fill[gray!30] (-0.2,1.5) rectangle (0.2,4);     % Handle (emerging)
  
  % Liquid molecules (collision arrows)
  \foreach \x in {-0.7,-0.9,-0.5} {
    \foreach \y in {0.8,1.0,1.2} {
      \draw[-latex, red] (\x,\y) -- ++(0.15,0);
    }
  }
  \foreach \x in {0.7,0.9,0.5} {
    \foreach \y in {0.8,1.0,1.2} {
      \draw[-latex, red] (\x,\y) -- ++(-0.15,0);
    }
  }
  
  % Vibrating spoon molecules with increasing amplitude
  \foreach \y in {0.7,1.3,1.9,2.5,3.1,3.7} {
    \fill (0,\y) circle (0.05);
    \pgfmathsetmacro{\amp}{0.05 + (\y-0.7)*0.15}  % Amplitude increases with height
    \draw[decorate, decoration={snake, amplitude=\amp mm, segment length=2mm}] (0,\y) -- ++(-0.4,0);
    \draw[decorate, decoration={snake, amplitude=\amp mm, segment length=2mm}] (0,\y) -- ++(0.4,0);
    \draw[decorate, decoration={snake, amplitude=\amp mm, segment length=2mm}] (0,\y) -- ++(0,0.4);
    \draw[decorate, decoration={snake, amplitude=\amp mm, segment length=2mm}] (0,\y) -- ++(0,-0.4);
  }
\end{tikzpicture}
\end{document}
```

This TikZ code generates:
1. A cup cross-section as a container
2. Liquid surface at y=2
3. Spoon with submerged bowl (wider section) and emerging handle (narrower section)
4. Red arrows representing fast-moving liquid molecules colliding with the spoon
5. Spoon molecules (dots) with surrounding wavy lines showing vibrations
6. Increasing vibration amplitude (wavy line size) from submerged bowl (bottom) to handle (top)"
